Churn,Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,TenurePerAddress,AvgCashbackPerOrder,ComplainLowTenure,OrderFrequency,CouponUsageRate
0,11.0,2,6.0,1,3.0,1,3,2,0,13.0,1.0,5.0,0.0,128.44,1,0,0,0,1,0,0,1,0,0,0,3.6666666666666665,21.406666666666666,0,0.4166666666666667,0.16666666666666666
0,4.0,1,12.0,1,3.0,4,3,2,1,14.0,1.0,1.0,2.0,127.03,0,0,1,0,0,0,0,1,0,1,0,1.3333333333333333,63.515,0,0.2,0.5
1,9.0,1,14.0,1,3.0,3,3,2,0,12.0,0.0,1.0,0.0,119.03999999999999,0,1,0,0,0,0,0,1,0,0,1,3.0,59.519999999999996,0,0.1,0.0
1,0.0,3,15.0,0,3.0,3,5,1,1,17.0,0.0,1.0,3.0,182.24,1,0,0,1,0,0,1,0,0,0,1,0.0,91.12,1,1.0,0.0
0,14.0,1,18.0,1,2.0,3,2,4,1,11.0,1.0,1.0,0.0,147.66,1,0,1,0,0,0,0,1,0,0,0,2.8,73.83,0,0.06666666666666667,0.5
1,0.0,1,14.0,1,3.0,3,3,2,0,12.0,2.0,2.0,2.0,126.1,0,1,0,0,0,0,0,1,0,0,0,0.0,42.03333333333333,0,2.0,0.6666666666666666
0,10.0,1,31.0,0,2.0,4,2,8,0,13.0,0.0,1.0,3.0,157.31,1,1,0,0,0,0,1,0,0,1,0,1.1111111111111112,78.655,0,0.09090909090909091,0.0
0,0.0,1,14.0,1,2.0,4,3,2,0,13.0,2.0,2.0,2.0,125.38999999999999,1,0,1,0,0,0,0,1,0,0,0,0.0,41.79666666666666,0,2.0,0.6666666666666666
0,7.0,3,15.0,0,3.0,3,3,2,0,20.0,1.0,1.0,3.0,157.14,1,0,1,0,0,0,1,0,0,0,0,2.3333333333333335,78.57,0,0.125,0.5
0,8.0,2,14.0,1,3.0,3,3,2,0,17.0,0.0,1.0,4.0,143.23,1,0,0,0,0,0,0,1,0,0,1,2.6666666666666665,71.615,0,0.1111111111111111,0.0
1,0.0,3,29.0,0,2.0,4,5,2,0,13.0,0.0,3.0,10.0,173.36,1,0,1,0,0,0,0,0,0,0,0,0.0,43.34,0,3.0,0.0
0,13.0,1,15.0,0,2.0,3,3,10,0,17.0,0.0,2.0,13.0,234.99,0,1,0,0,0,0,0,0,0,0,1,1.1818181818181819,78.33,0,0.14285714285714285,0.0
1,5.0,3,18.0,1,2.0,3,5,1,1,12.0,3.5,2.0,14.0,237.57999999999998,0,0,1,0,0,1,0,0,0,0,1,2.5,79.19333333333333,0,0.3333333333333333,1.1666666666666667
0,15.0,3,10.0,1,2.0,3,5,8,0,13.0,1.0,1.0,5.0,151.55,1,0,0,1,0,0,1,0,0,0,1,1.6666666666666667,75.775,0,0.0625,0.5
0,9.0,1,6.0,1,2.0,4,3,7,0,12.0,1.0,1.0,7.0,122.58000000000001,1,1,0,0,0,0,0,1,0,0,0,1.125,61.290000000000006,0,0.1,0.5
0,0.0,1,30.0,1,2.0,3,4,9,0,22.0,1.0,1.0,2.0,135.97,1,1,0,0,0,0,0,1,0,0,1,0.0,67.985,0,1.0,0.5
1,0.0,1,14.0,0,3.0,3,2,2,1,11.0,1.0,1.0,0.0,125.15,1,0,1,0,0,0,0,1,0,0,0,0.0,62.575,1,1.0,0.5
0,0.0,1,9.0,1,2.0,1,2,2,0,22.0,1.0,1.0,7.0,144.2,1,1,0,0,0,0,0,1,0,0,0,0.0,72.1,0,1.0,0.5
0,3.0,3,16.0,1,3.0,4,3,2,0,18.0,1.0,1.0,4.0,165.78,1,0,0,1,0,0,1,0,0,0,0,1.0,82.89,0,0.25,0.5
0,13.0,1,32.0,0,3.0,4,2,4,1,13.0,1.0,1.0,0.0,144.22,0,1,0,0,0,0,1,0,0,0,0,2.6,72.11,0,0.07142857142857142,0.5
0,8.0,1,8.0,1,2.0,4,4,3,0,18.0,3.5,6.0,4.0,202.74,1,0,1,0,0,0,0,0,0,1,0,2.0,28.962857142857143,0,0.6666666666666666,0.5
0,7.0,1,6.0,1,3.0,4,5,1,0,20.0,1.0,4.0,9.0,153.43,0,1,0,0,0,0,1,0,0,0,1,3.5,30.686,0,0.5,0.2
0,8.0,1,14.0,1,2.0,4,2,2,0,13.0,2.0,2.0,2.0,123.75999999999999,0,0,0,0,1,0,0,1,0,0,0,2.6666666666666665,41.25333333333333,0,0.2222222222222222,0.6666666666666666
1,6.0,3,15.0,0,2.0,5,3,9,0,13.0,1.0,1.0,3.0,153.46,1,0,0,1,0,0,1,0,0,0,1,0.6,76.73,0,0.14285714285714285,0.5
0,5.0,3,8.0,0,3.0,3,5,2,0,12.0,0.0,1.0,0.0,128.27,0,0,1,0,0,0,0,1,0,1,0,1.6666666666666667,64.135,0,0.16666666666666666,0.0
0,29.0,1,10.0,0,3.0,3,5,5,0,15.0,0.0,4.0,2.0,299.43,1,0,0,0,0,0,0,0,1,1,0,4.833333333333333,59.886,0,0.13333333333333333,0.0
0,2.0,1,12.0,0,3.0,3,2,2,0,13.0,0.0,1.0,8.0,131.31,1,1,0,0,0,0,0,1,0,0,0,0.6666666666666666,65.655,0,0.3333333333333333,0.0
0,0.0,1,14.0,1,2.0,3,5,2,0,25.0,0.0,1.0,0.0,125.52000000000001,1,0,1,0,0,0,0,1,0,0,1,0.0,62.760000000000005,0,1.0,0.0
0,18.0,1,13.0,0,2.0,3,3,5,1,19.0,1.0,1.0,2.0,144.77,1,1,0,0,0,0,0,1,0,0,0,3.0,72.385,0,0.05263157894736842,0.5
0,10.0,1,6.0,0,2.0,4,2,2,0,13.0,3.0,3.0,11.0,164.74,1,0,1,0,0,0,1,0,0,0,0,3.3333333333333335,41.185,0,0.2727272727272727,0.75
0,0.0,1,9.0,1,3.0,4,3,2,0,12.0,0.0,1.0,2.0,130.33,1,0,1,0,0,0,0,1,0,0,1,0.0,65.165,0,1.0,0.0
1,7.0,1,16.0,1,3.0,3,3,2,1,11.0,1.0,1.0,2.0,129.36,1,0,1,0,0,0,0,1,0,0,1,2.3333333333333335,64.68,0,0.125,0.5
0,26.0,1,13.0,0,2.0,3,3,4,0,18.0,1.0,4.0,7.0,286.06,1,1,0,0,0,0,0,0,1,1,0,5.2,57.212,0,0.14814814814814814,0.2
0,9.0,1,21.0,0,3.0,5,2,1,1,18.0,1.0,1.0,3.0,121.68,1,0,1,0,0,0,0,1,0,0,0,4.5,60.84,0,0.1,0.5
1,0.0,1,9.0,1,3.0,4,2,1,1,11.0,0.0,1.0,0.0,128.53,0,0,1,0,0,0,0,1,0,0,0,0.0,64.265,1,1.0,0.0
0,19.0,3,8.0,0,3.0,3,5,9,0,23.0,1.0,6.0,9.0,270.48,1,0,0,1,0,1,0,0,0,0,0,1.9,38.64,0,0.3,0.14285714285714285
0,9.0,1,23.0,1,3.0,5,3,3,0,13.0,1.0,1.0,0.0,122.9,0,0,1,0,0,0,0,1,0,0,1,2.25,61.45,0,0.1,0.5
0,6.0,2,8.0,1,2.0,3,3,2,0,13.0,0.0,1.0,4.0,136.0,1,0,0,0,1,0,0,1,0,0,0,2.0,68.0,0,0.14285714285714285,0.0
1,9.0,1,11.0,1,3.0,4,5,7,0,17.0,1.0,1.0,0.0,121.07,0,0,1,0,0,0,0,1,0,1,0,1.125,60.535,0,0.1,0.5
0,3.0,3,35.0,1,3.0,3,5,9,0,19.0,1.0,1.0,3.0,141.15,1,0,1,0,0,0,1,0,0,1,0,0.3,70.575,0,0.25,0.5
0,13.0,3,8.0,1,3.0,3,4,6,0,12.0,1.0,1.0,0.0,143.27,0,1,0,0,0,0,1,0,0,0,0,1.8571428571428572,71.635,0,0.07142857142857142,0.5
0,23.0,1,8.0,0,1.0,3,5,3,0,22.0,1.0,2.0,2.0,278.56,0,1,0,0,0,1,0,0,0,0,0,5.75,92.85333333333334,0,0.08333333333333333,0.3333333333333333
0,1.0,1,25.0,1,3.0,4,5,2,0,12.0,1.0,3.0,3.0,131.96,1,1,0,0,0,0,0,1,0,0,0,0.3333333333333333,32.99,0,1.5,0.25
0,19.0,1,21.0,1,2.0,3,4,6,0,11.0,1.0,1.0,3.0,290.81,1,0,1,0,0,0,0,0,1,0,0,2.7142857142857144,145.405,0,0.05,0.5
0,8.0,3,23.0,1,3.0,3,5,4,1,15.0,1.0,1.0,7.0,189.66,1,0,1,0,0,0,1,0,0,0,0,1.6,94.83,0,0.1111111111111111,0.5
1,9.0,1,23.0,0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,122.1,1,0,1,0,0,0,0,1,0,0,0,3.0,61.05,0,0.1,0.0
0,6.0,3,31.0,0,2.0,3,3,2,0,12.0,0.0,1.0,1.0,145.39,0,1,0,0,0,0,1,0,0,0,0,2.0,72.695,0,0.14285714285714285,0.0
0,9.0,1,12.0,1,3.0,5,3,2,0,14.0,0.0,1.0,7.0,127.41,1,0,1,0,0,0,0,1,0,1,0,3.0,63.705,0,0.1,0.0
0,3.0,1,13.0,1,2.0,3,3,2,0,13.0,3.5,6.0,9.0,134.91,1,0,1,0,0,0,1,0,0,1,0,1.0,19.27285714285714,0,1.5,0.5
0,17.0,1,35.0,1,2.0,3,2,2,0,25.0,1.0,1.0,14.5,145.41,1,0,0,0,1,0,1,0,0,0,1,5.666666666666667,72.705,0,0.05555555555555555,0.5
0,0.0,3,27.0,1,3.0,1,2,2,0,17.0,0.0,2.0,2.0,126.78,1,0,0,1,0,0,0,1,0,0,1,0.0,42.26,0,2.0,0.0
0,19.0,1,8.0,1,2.0,3,2,3,0,11.0,1.0,1.0,4.0,173.79,1,0,0,0,0,0,1,0,0,1,0,4.75,86.895,0,0.05,0.5
0,15.0,2,8.0,1,3.0,1,5,8,0,16.0,0.0,1.0,3.0,162.72,0,1,0,0,0,0,1,0,0,0,0,1.6666666666666667,81.36,0,0.0625,0.0
0,30.0,3,13.0,1,2.0,1,2,1,1,18.0,0.0,1.0,9.0,152.2,1,0,0,1,0,0,1,0,0,1,0,15.0,76.1,0,0.03225806451612903,0.0
0,5.0,1,19.0,0,3.0,4,4,2,0,20.0,0.0,2.0,2.0,127.43,0,0,0,0,1,0,0,1,0,0,0,1.6666666666666667,42.47666666666667,0,0.3333333333333333,0.0
0,5.0,1,8.0,0,2.0,3,3,5,1,14.0,1.0,1.0,7.0,149.98,0,0,1,0,0,0,1,0,0,0,1,0.8333333333333334,74.99,0,0.16666666666666666,0.5
0,9.0,1,6.0,0,3.0,5,5,3,1,21.0,3.5,6.0,7.0,202.52,1,0,0,0,0,0,0,0,0,1,0,2.25,28.931428571428572,0,0.6,0.5
0,6.0,1,15.0,1,3.0,3,2,1,0,13.0,1.0,4.0,10.0,127.81,1,1,0,0,0,0,0,1,0,0,0,3.0,25.562,0,0.5714285714285714,0.2
0,13.0,3,16.0,0,2.0,4,4,8,0,12.0,1.0,1.0,3.0,168.52,1,0,0,0,0,0,1,0,0,1,0,1.4444444444444444,84.26,0,0.07142857142857142,0.5
0,0.0,3,16.0,1,2.0,3,2,1,0,14.0,0.0,1.0,1.0,149.5,1,0,1,0,0,0,1,0,0,0,1,0.0,74.75,0,1.0,0.0
0,3.0,1,6.0,1,3.0,3,4,1,1,21.0,1.0,5.0,7.0,135.79,1,1,0,0,0,0,0,1,0,0,0,1.5,22.631666666666664,1,1.25,0.16666666666666666
0,15.0,1,32.0,0,2.0,3,5,4,1,17.0,0.0,2.0,0.0,231.91000000000003,0,1,0,0,0,0,0,0,0,0,0,3.0,77.30333333333334,0,0.125,0.0
0,8.0,3,14.0,0,3.0,4,2,5,1,11.0,2.0,4.0,12.0,203.77,0,0,0,1,0,0,0,0,0,0,0,1.3333333333333333,40.754000000000005,0,0.4444444444444444,0.4
0,9.0,1,20.0,1,2.0,3,5,2,1,14.0,2.0,6.0,8.0,122.35,1,0,1,0,0,0,0,1,0,0,0,3.0,17.478571428571428,0,0.6,0.2857142857142857
0,27.0,1,6.0,0,2.0,3,3,8,0,17.0,1.0,1.0,4.0,205.02,0,0,1,0,0,0,0,0,0,1,0,3.0,102.51,0,0.03571428571428571,0.5
0,9.0,1,8.0,0,3.0,1,2,2,0,13.0,3.5,6.0,7.0,120.11000000000001,1,0,1,0,0,0,0,1,0,0,0,3.0,17.15857142857143,0,0.6,0.5
1,9.0,1,16.0,0,3.0,4,4,2,1,25.0,1.0,1.0,0.0,118.59,0,1,0,0,0,0,0,1,0,0,1,3.0,59.295,0,0.1,0.5
0,2.0,1,6.0,0,3.0,3,2,2,0,15.0,0.0,1.0,2.0,137.6,1,0,1,0,0,0,0,1,0,1,0,0.6666666666666666,68.8,0,0.3333333333333333,0.0
0,27.0,1,9.0,1,2.0,3,2,4,0,14.0,1.0,1.0,9.0,277.79,1,0,1,0,0,1,0,0,0,0,0,5.4,138.895,0,0.03571428571428571,0.5
0,4.0,1,17.0,1,3.0,3,5,2,1,12.0,0.0,1.0,1.0,168.33,1,1,0,0,0,0,1,0,0,0,0,1.3333333333333333,84.165,0,0.2,0.0
0,4.0,1,30.0,0,3.0,4,5,2,0,19.0,0.0,1.0,8.0,168.12,1,1,0,0,0,0,1,0,0,0,1,1.3333333333333333,84.06,0,0.2,0.0
0,30.0,3,9.0,0,2.0,4,2,6,0,17.0,0.0,1.0,5.0,151.71,1,0,1,0,0,0,1,0,0,0,1,4.285714285714286,75.855,0,0.03225806451612903,0.0
0,16.0,1,9.0,1,3.0,5,2,4,0,15.0,1.0,1.0,7.0,297.4,1,0,1,0,0,0,0,0,1,0,0,3.2,148.7,0,0.058823529411764705,0.5
0,22.0,1,10.0,1,2.0,4,3,3,0,13.0,1.0,1.0,0.0,287.11,1,1,0,0,0,0,0,0,1,0,0,5.5,143.555,0,0.043478260869565216,0.5
0,9.0,1,9.0,1,2.0,3,4,2,0,12.0,1.0,1.0,7.0,136.92,0,0,0,0,0,0,0,1,0,0,0,3.0,68.46,0,0.1,0.5
0,21.0,1,14.0,1,3.0,1,4,6,0,11.0,0.0,1.0,0.0,125.59,1,0,0,0,0,0,0,1,0,0,1,3.0,62.795,0,0.045454545454545456,0.0
0,0.0,1,14.0,1,3.0,3,3,2,0,11.0,1.0,1.0,3.0,125.16999999999999,1,0,1,0,0,0,0,1,0,1,0,0.0,62.584999999999994,0,1.0,0.5
0,2.0,1,13.0,1,2.0,3,2,2,1,11.0,0.0,1.0,0.0,166.23,1,0,1,0,0,0,1,0,0,1,0,0.6666666666666666,83.115,1,0.3333333333333333,0.0
0,21.0,1,6.0,1,3.0,4,2,7,0,12.0,1.0,1.0,0.0,282.65,1,0,1,0,0,0,0,0,1,0,1,2.625,141.325,0,0.045454545454545456,0.5
0,2.0,1,6.0,0,2.0,4,2,4,0,14.0,1.0,1.0,7.0,261.24,1,0,1,0,0,1,0,0,0,1,0,0.4,130.62,0,0.3333333333333333,0.5
0,7.0,1,14.0,0,2.0,1,3,1,0,17.0,1.0,1.0,0.0,125.85,1,0,0,0,0,0,0,1,0,0,0,3.5,62.925,0,0.125,0.5
0,17.0,3,11.0,1,2.0,3,4,8,0,11.0,1.0,3.0,10.0,282.13,1,0,0,1,0,0,0,0,1,0,0,1.8888888888888888,70.5325,0,0.16666666666666666,0.25
0,6.0,3,16.0,1,2.0,1,3,1,1,14.0,1.0,1.0,8.0,183.8,1,0,0,1,0,0,0,0,0,1,0,3.0,91.9,0,0.14285714285714285,0.5
0,0.0,1,31.0,0,3.0,1,2,2,1,12.0,1.0,1.0,1.0,129.94,1,0,1,0,0,0,0,1,0,0,1,0.0,64.97,1,1.0,0.5
0,9.0,1,6.0,1,2.0,3,3,2,0,22.0,0.0,1.0,1.0,112.22999999999999,1,0,1,0,0,0,0,1,0,0,0,3.0,56.114999999999995,0,0.1,0.0
1,0.0,3,30.0,1,3.0,5,2,2,1,14.0,1.0,1.0,0.0,111.18,0,0,1,0,0,0,0,1,0,0,1,0.0,55.59,1,1.0,0.5
0,0.0,1,10.0,1,3.0,3,2,2,1,20.0,0.0,2.0,2.0,128.75,1,0,1,0,0,0,0,1,0,0,1,0.0,42.916666666666664,1,2.0,0.0
1,8.0,3,8.0,0,3.0,5,4,3,1,16.0,1.0,1.0,11.0,288.24,1,0,0,1,0,0,0,0,1,0,1,2.0,144.12,0,0.1111111111111111,0.5
0,28.0,1,14.0,1,2.0,4,4,2,1,15.0,3.0,2.0,0.0,235.76999999999998,0,1,0,0,0,1,0,0,0,1,0,9.333333333333334,78.58999999999999,0,0.06896551724137931,1.0
1,0.0,1,14.0,0,2.0,4,3,2,0,20.0,2.0,2.0,2.0,126.25,0,0,1,0,0,0,0,1,0,0,1,0.0,42.083333333333336,0,2.0,0.6666666666666666
0,19.0,3,10.0,0,2.0,4,4,3,0,14.0,1.0,1.0,8.0,287.89,1,0,0,1,0,0,0,0,1,0,0,4.75,143.945,0,0.05,0.5
0,7.0,3,8.0,0,2.0,3,5,1,1,12.0,1.0,1.0,2.0,145.38,1,0,0,1,0,0,1,0,0,0,1,3.5,72.69,0,0.125,0.5
0,24.0,3,15.0,1,2.0,3,4,5,1,15.0,2.0,6.0,10.0,298.47,0,0,1,0,0,0,0,0,1,1,0,4.0,42.63857142857143,0,0.24,0.2857142857142857
0,30.0,1,24.0,1,3.0,3,2,7,0,12.0,1.0,5.0,4.0,205.12,1,1,0,0,0,0,0,0,0,0,1,3.75,34.18666666666667,0,0.16129032258064516,0.16666666666666666
0,7.0,1,25.0,0,2.0,3,4,5,0,13.0,3.0,5.0,10.0,144.44,0,1,0,0,0,0,1,0,0,1,0,1.1666666666666667,24.073333333333334,0,0.625,0.5
0,9.0,1,6.0,1,2.0,3,3,1,1,11.0,0.0,1.0,2.0,121.53999999999999,0,1,0,0,0,0,0,1,0,0,1,4.5,60.769999999999996,0,0.1,0.0
0,17.0,1,10.0,1,3.0,1,5,2,0,14.0,1.0,6.0,13.0,291.9,1,0,1,0,0,0,0,0,1,1,0,5.666666666666667,41.699999999999996,0,0.3333333333333333,0.14285714285714285
0,7.0,2,17.0,1,2.0,4,4,5,0,11.0,0.0,1.0,8.0,144.9,0,0,1,0,0,0,1,0,0,0,0,1.1666666666666667,72.45,0,0.125,0.0
0,8.0,1,12.0,1,3.0,3,3,1,1,14.0,1.0,2.0,2.0,135.06,1,0,1,0,0,0,0,1,0,0,0,4.0,45.02,0,0.2222222222222222,0.3333333333333333
0,15.0,1,14.0,0,3.0,1,4,7,1,16.0,0.0,1.0,0.0,123.72,1,1,0,0,0,0,1,0,0,0,0,1.875,61.86,0,0.0625,0.0
0,16.0,3,10.0,0,2.0,4,2,4,0,14.0,3.5,6.0,14.5,202.31,1,0,0,1,0,0,0,0,0,0,1,3.2,28.90142857142857,0,0.35294117647058826,0.5
0,9.0,1,8.0,0,2.0,3,4,10,1,11.0,3.5,5.0,12.0,154.1,1,0,1,0,0,0,1,0,0,0,1,0.8181818181818182,25.683333333333334,0,0.5,0.5833333333333334
1,7.0,1,21.0,0,3.0,3,2,2,0,11.0,0.0,1.0,5.0,179.78,1,1,0,0,0,0,0,0,0,0,0,2.3333333333333335,89.89,0,0.125,0.0
0,1.0,1,8.0,1,2.0,4,2,2,1,12.0,2.0,2.0,2.0,138.67,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,46.22333333333333,1,1.0,0.6666666666666666
0,24.0,1,12.0,0,3.0,4,3,1,0,14.0,3.5,6.0,7.0,128.38,0,1,0,0,0,0,0,1,0,0,1,12.0,18.34,0,0.24,0.5
0,3.0,1,15.0,0,3.0,3,3,8,1,18.0,1.0,1.0,7.0,146.95,0,1,0,0,0,0,1,0,0,0,1,0.3333333333333333,73.475,1,0.25,0.5
1,0.0,1,13.0,0,2.0,3,3,4,1,13.0,1.0,6.0,7.0,133.39,1,0,0,0,0,0,0,1,0,1,0,0.0,19.055714285714284,1,6.0,0.14285714285714285
0,9.0,1,6.0,1,2.0,3,5,3,0,11.0,0.0,1.0,2.0,120.80000000000001,1,0,0,0,0,0,0,1,0,0,1,2.25,60.400000000000006,0,0.1,0.0
0,9.0,1,6.0,0,2.0,3,4,2,0,18.0,1.0,2.0,1.0,120.96000000000001,1,1,0,0,0,0,0,1,0,0,1,3.0,40.32,0,0.2,0.3333333333333333
0,5.0,3,14.0,1,2.0,1,2,2,0,15.0,0.0,1.0,8.0,162.09,1,1,0,0,0,0,1,0,0,0,0,1.6666666666666667,81.045,0,0.16666666666666666,0.0
0,18.0,1,31.0,0,2.0,3,4,4,0,22.0,1.0,1.0,0.0,280.61,0,1,0,0,0,0,0,0,1,0,1,3.6,140.305,0,0.05263157894736842,0.5
0,12.0,1,19.0,0,3.0,4,4,7,1,13.0,1.0,6.0,2.0,271.23,1,1,0,0,0,1,0,0,0,1,0,1.5,38.74714285714286,0,0.46153846153846156,0.14285714285714285
0,30.0,1,14.0,1,2.0,3,3,2,0,12.0,2.0,2.0,2.0,123.72,1,0,1,0,0,0,0,1,0,1,0,10.0,41.24,0,0.06451612903225806,0.6666666666666666
1,0.0,1,13.0,1,3.0,3,3,2,0,18.0,1.0,1.0,1.0,148.83,1,0,1,0,0,0,1,0,0,0,0,0.0,74.415,0,1.0,0.5
1,2.0,1,29.0,1,3.0,3,5,1,0,13.0,0.0,1.0,3.0,139.04,1,1,0,0,0,0,0,1,0,0,1,1.0,69.52,0,0.3333333333333333,0.0
0,3.0,1,12.0,0,2.0,4,2,1,0,12.0,3.5,6.0,7.0,146.27,1,0,0,0,0,0,1,0,0,0,0,1.5,20.895714285714288,0,1.5,0.5
0,9.0,1,16.0,0,3.0,3,3,4,0,12.0,0.0,1.0,7.0,170.94,1,0,0,0,0,0,0,0,0,0,0,1.8,85.47,0,0.1,0.0
0,19.0,2,6.0,0,2.0,3,5,7,0,12.0,3.0,5.0,7.0,134.23,1,0,1,0,0,0,0,1,0,0,1,2.375,22.371666666666666,0,0.25,0.5
0,1.0,1,6.0,0,2.0,5,2,1,0,11.0,3.5,6.0,5.0,166.74,0,0,1,0,0,0,1,0,0,0,0,0.5,23.82,0,3.0,0.5
0,23.0,1,34.0,0,2.0,3,5,5,1,11.0,1.0,1.0,2.0,268.8,1,0,1,0,0,1,0,0,0,0,0,3.8333333333333335,134.4,0,0.041666666666666664,0.5
1,3.0,3,31.0,1,2.0,4,4,3,1,12.0,0.0,1.0,0.0,190.94,1,0,0,1,0,0,0,0,0,0,1,0.75,95.47,1,0.25,0.0
1,15.0,3,11.0,1,3.0,3,4,10,1,19.0,3.5,6.0,7.0,184.46,1,0,1,0,0,0,0,0,0,0,1,1.3636363636363635,26.351428571428574,0,0.375,0.5
0,3.0,1,23.0,0,3.0,3,5,2,1,23.0,0.0,1.0,3.0,219.16000000000003,1,1,0,0,0,0,0,0,0,0,0,1.0,109.58000000000001,1,0.25,0.0
0,12.0,1,24.0,1,2.0,3,3,1,0,11.0,0.0,1.0,7.0,145.34,1,0,1,0,0,0,1,0,0,0,1,6.0,72.67,0,0.07692307692307693,0.0
0,4.0,3,8.0,0,2.0,3,3,2,1,19.0,3.0,6.0,6.0,198.52,0,0,1,0,0,0,0,0,0,1,0,1.3333333333333333,28.360000000000003,0,1.2,0.42857142857142855
0,14.0,3,16.0,1,2.0,5,4,2,0,13.0,3.0,6.0,9.0,161.51,0,1,0,0,0,0,1,0,0,0,1,4.666666666666667,23.072857142857142,0,0.4,0.42857142857142855
1,9.0,3,6.0,0,2.0,3,4,2,1,11.0,1.0,2.0,2.0,123.02000000000001,0,0,1,0,0,0,0,1,0,0,1,3.0,41.00666666666667,0,0.2,0.3333333333333333
1,7.0,1,14.0,1,2.0,3,5,5,0,12.0,1.0,1.0,2.0,123.62,1,0,1,0,0,0,0,1,0,0,0,1.1666666666666667,61.81,0,0.125,0.5
0,15.0,1,8.0,1,2.0,3,3,1,1,13.0,1.0,2.0,10.0,278.61,0,0,1,0,0,1,0,0,0,0,0,7.5,92.87,0,0.125,0.3333333333333333
0,28.0,1,8.0,0,2.0,5,3,5,0,14.0,1.0,6.0,11.0,291.87,1,1,0,0,0,0,0,0,1,0,0,4.666666666666667,41.69571428571429,0,0.20689655172413793,0.14285714285714285
0,29.0,2,14.0,1,2.0,3,4,7,0,15.0,1.0,6.0,7.0,297.17,1,0,1,0,0,0,0,0,1,0,1,3.625,42.45285714285715,0,0.2,0.14285714285714285
0,13.0,1,22.0,1,3.0,3,3,10,0,16.0,1.0,1.0,0.0,135.44,0,0,1,0,0,0,0,1,0,1,0,1.1818181818181819,67.72,0,0.07142857142857142,0.5
0,7.0,1,15.0,1,2.0,3,2,1,0,11.0,1.0,1.0,6.0,185.0,1,0,1,0,0,0,0,0,0,1,0,3.5,92.5,0,0.125,0.5
0,13.0,1,8.0,1,3.0,3,2,2,0,13.0,3.0,6.0,8.0,146.61,1,0,1,0,0,0,1,0,0,0,1,4.333333333333333,20.944285714285716,0,0.42857142857142855,0.42857142857142855
0,14.0,3,6.0,0,3.0,3,5,1,0,17.0,0.0,1.0,7.0,141.03,0,0,0,1,0,0,1,0,0,1,0,7.0,70.515,0,0.06666666666666667,0.0
0,8.0,1,10.0,1,2.0,3,3,2,1,11.0,1.0,1.0,1.0,142.49,0,0,1,0,0,0,1,0,0,0,1,2.6666666666666665,71.245,0,0.1111111111111111,0.5
0,24.0,2,11.0,1,2.0,3,4,2,1,11.0,1.0,2.0,10.0,240.26,1,0,1,0,0,1,0,0,0,1,0,8.0,80.08666666666666,0,0.08,0.3333333333333333
0,11.0,3,8.0,0,2.0,3,5,4,0,15.0,0.0,1.0,7.0,168.93,1,0,1,0,0,0,1,0,0,1,0,2.2,84.465,0,0.08333333333333333,0.0
0,7.0,3,21.0,0,3.0,3,5,2,0,12.0,1.0,6.0,6.0,161.25,1,1,0,0,0,0,1,0,0,0,1,2.3333333333333335,23.035714285714285,0,0.75,0.14285714285714285
0,0.0,1,25.0,1,3.0,3,2,4,0,11.0,1.0,1.0,2.0,136.69,1,1,0,0,0,0,0,1,0,0,0,0.0,68.345,0,1.0,0.5
1,20.0,1,13.0,0,2.0,4,5,8,1,14.0,3.5,5.0,9.0,200.08,1,1,0,0,0,0,0,0,0,0,0,2.2222222222222223,33.34666666666667,0,0.23809523809523808,0.5833333333333334
0,13.0,1,14.0,1,2.0,3,4,4,0,22.0,1.0,1.0,3.0,123.87,1,0,1,0,0,0,0,1,0,0,0,2.6,61.935,0,0.07142857142857142,0.5
0,9.0,3,13.0,0,2.0,1,5,3,0,16.0,3.5,6.0,13.0,146.39,0,0,0,1,0,0,1,0,0,0,0,2.25,20.912857142857142,0,0.6,0.5
0,21.0,1,10.0,1,2.0,3,2,2,0,11.0,1.0,1.0,8.0,178.98,1,0,1,0,0,0,0,0,0,0,1,7.0,89.49,0,0.045454545454545456,0.5
0,0.0,3,14.0,0,3.0,1,2,9,0,14.0,1.0,1.0,0.0,125.34,1,1,0,0,0,0,0,1,0,0,0,0.0,62.67,0,1.0,0.5
0,24.0,1,17.0,0,2.0,4,4,4,0,16.0,0.0,1.0,3.0,231.42000000000002,1,0,0,0,0,1,0,0,0,0,1,4.8,115.71000000000001,0,0.04,0.0
0,9.0,1,6.0,0,3.0,3,2,2,0,15.0,1.0,1.0,0.0,116.11000000000001,0,0,1,0,0,0,0,1,0,0,1,3.0,58.05500000000001,0,0.1,0.5
